medcodeid	term	snomedctconceptid	snomedctdescriptionid	type
84751000006116	Type I diabetes mellitus with neurological complications	421468001	3695401013	1
8098261000006110	Attended dose adjustment for normal eating diabetes structured education programme	306441000000109	546021000000116	1
8027391000006115	Chronic kidney disease stage 1 due to type 1 diabetes mellitus	90721000119101	3010567012	1
84441000006110	Type 1 diabetes mellitus with retinopathy	420789003	3699407019	1
913491000006111	Type I diabetes mellitus with ophthalmic complications	739681000	3698438014	1
459162010	Insulin dependent diabetes mellitus with hypoglycaemic coma	237632004	356141011	1
771421000006113	Insulin dependent diabetes mellitus with ulcer	422183001	2623058011	1
7098211000006116	Dietary education for type 1 diabetes mellitus	429094000	2967892010	1
2867421000006114	Insulin dependent diabetes mellitus type 1A	23045005	2967774012	1
84371000006110	Type 1 diabetes mellitus with nephropathy	421893009	2623054013	1
14083781000006115	Persistent proteinuria due to type 1 diabetes mellitus	420514000	3800541018	1
14083941000006112	Disorder of nervous system due to type 1 diabetes mellitus	421468001	3789014011	1
8098291000006119	Dose adjustment for normal eating diabetes structured education programme completed	306471000000103	546101000000114	1
881461000006110	Diabetes+ketoacidosis -no coma	420422005	881461000006110	1
8119331000006114	Hyperglycaemia due to type 1 diabetes mellitus	367991000119101	3285563015	1
459293018	Insulin dependent diabetes mellitus with arthropathy	39710007	1229552016	1
928521000006112	Ketoacidotic coma in type 1 diabetes mellitus	421075007	2967758019	1
84331000006112	Type 1 diabetes mellitus with gangrene	420825003	2618207019	1
938301000006114	Exudative maculopathy with type 1 diabetes mellitus	420486006	3698521013	1
8027491000006113	Chronic kidney disease stage 5 due to type 1 diabetes mellitus	90761000119106	3013545012	1
77727018	Insulin dependent diabetes mellitus	73211009	121589010	1
84811000006114	Type I diabetes mellitus with retinopathy	420789003	3699407019	1
84821000006118	Type I diabetes mellitus with ulcer	190368000	292538019	1
457326014	Type 1 diabetes mellitus without complication	313435000	457326014	1
84651000006114	Type I diabetes mellitus	46635009	494564012	1
913941000006114	Peripheral angiopathy due to type 1 diabetes mellitus	31211000119101	3315042015	1
913711000006112	Insulin dependent diabetes maturity onset	73211009	121589010	1
913511000006117	Type 1 diabetes mellitus with neurological complications	421468001	2618197018	1
772161000006119	Insulin dependent diabetes mellitus	73211009	121589010	1
913531000006111	Insulin dependent diabetes mellitus with multiple complicat	385041000000108	760111000000115	1
913471000006110	Insulin-dependent diabetes mellitus with ophthalmic comps	25093002	3688467012	1
292541011	Type 1 diabetes mellitus with gangrene	420825003	2618207019	1
913891000006113	Insulin dependent diabetes mellitus with diabetic cataract	43959009	73294018	1
771391000006117	Insulin dependent diabetes mellitus with nephropathy	127013003	301016	1
913621000006112	Insulin dependent diabetes mellitus with gangrene	422275004	2616612015	1
771361000006113	Insulin dependent diabetes mellitus with hypoglycaemic coma	237632004	356141011	1
771351000006111	Insulin dependent diabetes mellitus with gangrene	422275004	2616612015	1
84831000006115	Type I diabetes mellitus without complication	313435000	457325013	1
913781000006117	Type 1 diabetes mellitus with mononeuropathy	420918009	2618199015	1
913651000006115	Insulin dependent diabetes mellitus with retinopathy	4855003	9093013	1
928531000006110	Type I diabetes mellitus with ketoacidotic coma	421075007	2967758019	1
84431000006117	Type 1 diabetes mellitus with renal complications	421893009	2618211013	1
1868141000006110	Referral to DAFNE diabetes structured education programme declined	860981000000106	2262201000000116	1
72651000006114	Unstable insulin dependent diabetes mellitus	11530004	19931010	1
356111014	Insulin-dependent diabetes mellitus secretory diarrhoea syndrome	237618001	356111014	1
913501000006115	Insulin-dependent diabetes mellitus with neurological comps	422088007	3688477014	1
84381000006113	Type 1 diabetes mellitus with neurological complications	421468001	2618197018	1
913441000006119	Insulin-dependent diabetes mellitus with renal complications	127013003	301016	1
771501000006119	Insulin-dependent diabetes mellitus with renal complications	127013003	301016	1
84701000006115	Type I diabetes mellitus with gangrene	420825003	2618207019	1
299601000000114	Gastroparesis with type 1 diabetes mellitus	713702000	3698406016	1
913821000006111	Type I diabetes mellitus with polyneuropathy	713705003	3297390014	1
459292011	Type 1 diabetes mellitus with arthropathy	314893005	459292011	1
771381000006115	Insulin dependent diabetes mellitus with multiple complicatn	385041000000108	760111000000115	1
616661000006114	Diabetes mellitus, juvenile type, with renal manifestation	421893009	2618211013	1
84321000006114	Type 1 diabetes mellitus with diabetic cataract	421920002	2618234016	1
84291000006117	Type 1 diabetes mellitus - poor control	444073006	2872487013	1
2674067015	Latent autoimmune diabetes mellitus in adult	426875007	2674067015	1
7065531000006115	Latent autoimmune diabetes mellitus in adult (LADA)	426875007	2674066012	1
494564012	Type I diabetes mellitus	46635009	494564012	1
2867431000006112	Insulin dependent diabetes mellitus type IA	23045005	38709010	1
913851000006119	Type I diabetes mellitus with nephropathy	421893009	2623054013	1
8099131000006117	Did not complete dose adjustment for normal eating diabetes structured education programme	306961000000101	547391000000119	1
12705071000006113	Gastroparesis due to type 1 diabetes mellitus	713702000	3297343012	1
6951091000006110	Diabetes type 1 with ketoacidosis	420270002	3035606019	1
771481000006112	Insulin-dependent diabetes mellitus with neurological comps	422088007	3688477014	1
928491000006110	Type I diabetes mellitus with persistent microalbuminuria	401110002	1780311019	1
7480691000006118	H/O diabetes mellitus type 1	472970003	2242181000000113	1
938311000006112	Type I diabetes mellitus with exudative maculopathy	420486006	2618236019	1
14083771000006118	Exudative maculopathy due to type 1 diabetes mellitus	420486006	3778111019	1
772171000006114	Insulin dependent diabetes mellitus	73211009	121589010	1
913481000006113	Type 1 diabetes mellitus with ophthalmic complications	739681000	3537386015	1
84401000006113	Type 1 diabetes mellitus with ophthalmic complications	739681000	3537386015	1
479511000000117	Diabetes type 1 review	279291000000109	479511000000117	1
913841000006116	Renal disorder associated with type 1 diabetes mellitus	421893009	2623054013	1
459161015	Type 1 diabetes mellitus with hypoglycaemic coma	314771006	459161015	1
913461000006115	Type I diabetes mellitus with renal complications	421893009	2623054013	1
292540012	Type 1 diabetes mellitus with ulcer	190368000	292540012	1
72711000006117	Unstable type 1 diabetes mellitus	290002008	429971019	1
913521000006113	Neurological disorder with type 1 diabetes mellitus	421468001	3695401013	1
429971019	Unstable type 1 diabetes mellitus	290002008	429971019	1
2288011000000114	Type I diabetes mellitus in remission	703137001	3007238018	1
7287611000006113	Type 1 diabetes mellitus uncontrolled	444073006	2967763015	1
84391000006111	Type 1 diabetes mellitus with neuropathic arthropathy	71771000119100	3010513018	1
84311000006118	Type 1 diabetes mellitus with arthropathy	314893005	459292011	1
84771000006114	Disorder of eye with type 1 diabetes mellitus	739681000	3698438014	1
8024771000006113	Rubeosis iridis due to type 1 diabetes mellitus	82581000119105	3011256017	1
616641000006110	Diabetes mellitus, juvenile type, with ketoacidosis	420270002	2618216015	1
84801000006111	Type I diabetes mellitus with renal complications	421893009	2623054013	1
84791000006110	Polyneuropathy due to diabetes mellitus type I	713705003	3297390014	1
913831000006114	Insulin dependent diabetes mellitus with nephropathy	127013003	301016	1
8026061000006112	Heel AND/OR midfoot ulcer due to type 1 diabetes mellitus	87481000119109	3013126013	1
459296014	Type 1 diabetes mellitus with neuropathic arthropathy	71771000119100	3010513018	1
84711000006117	Type I diabetes mellitus with hypoglycaemic coma	314771006	459163017	1
84281000006115	Type 1 diabetes mellitus	46635009	197984010	1
306112011	Pre-existing diabetes mellitus, insulin-dependent	385051000000106	760131000000111	1
913451000006117	Type 1 diabetes mellitus with renal complications	421893009	2618211013	1
928501000006119	Ketoacidosis in type 1 diabetes mellitus	420270002	2967817017	1
2288041000000110	Type 1 diabetes mellitus in remission	703137001	3007274010	1
292543014	Type I diabetes mellitus with gangrene	420825003	2618207019	1
457327017	Insulin-dependent diabetes without complication	111552007	178796018	1
84461000006114	Type 1 diabetes mellitus without complication	313435000	457326014	1
746791000006111	Insulin-dependent diabetes without complication	111552007	178796018	1
1667941000000112	Type I diabetes mellitus with gastroparesis	713702000	3698406016	1
913661000006118	Retinopathy with type 1 diabetes mellitus	420789003	3699407019	1
84301000006116	Type 1 diabetes mellitus maturity onset	190372001	292553010	1
548121000000116	Did not attend DAFNE diabetes structured education programme	307141000000102	548121000000116	1
913551000006116	Type I diabetes mellitus with multiple complications	422228004	2967771016	1
3253231000006110	Diabetes mellitus type I	46635009	77728011	1
913541000006118	Type 1 diabetes mellitus with multiple complications	422228004	2618232017	1
2967831017	Pre-existing type 1 diabetes mellitus in pregnancy	199223000	306106018	1
12702381000006118	Diabetic oculopathy due to type I diabetes mellitus	739681000	3537386015	1
913771000006115	Insulin dependent diabetes mellitus with mononeuropathy	230577008	345492010	1
6961081000006118	Gangrene associated with type 1 diabetes mellitus	420825003	2623046011	1
292551012	Type I diabetes mellitus maturity onset	190372001	292551012	1
84671000006116	Type I diabetes mellitus maturity onset	190372001	292551012	1
292538019	Type I diabetes mellitus with ulcer	190368000	292538019	1
7708051000006112	Gastroparesis due to diabetes mellitus type I	713702000	3297354019	1
771371000006118	Insulin dependent diabetes mellitus with mononeuropathy	230577008	345492010	1
616651000006112	Diabetes mellitus, juvenile type, with ketoacidotic coma	421075007	2618217012	1
84361000006115	Type 1 diabetes mellitus with multiple complications	422228004	2618232017	1
616611000006111	Disorder due to type 1 diabetes mellitus	420868002	3013528019	1
8297051000006113	Referral to DAFNE (dose adjustment for normal eating) diabetes structured education programme declined	860981000000106	2226651000000113	1
1780311019	Type 1 diabetes mellitus with persistent microalbuminuria	401110002	1780311019	1
771331000006116	Insulin dependent diabetes mellitus with arthropathy	39710007	1229552016	1
772151000006116	Insulin dependent diabetes maturity onset	73211009	121589010	1
6030001000006116	Insulin-dependent diabetes without complication	313435000	457327017	1
459294012	Type I diabetes mellitus with arthropathy	314893005	459294012	1
14083931000006119	Hypoglycaemic coma due to type 1 diabetes mellitus	421437000	3873118010	1
913671000006113	Type I diabetes mellitus with retinopathy	420789003	3699407019	1
84421000006115	Type 1 diabetes mellitus with polyneuropathy	713705003	3297342019	1
14083831000006112	Retinopathy due to type 1 diabetes mellitus	420789003	3779404016	1
459163017	Type I diabetes mellitus with hypoglycaemic coma	314771006	459163017	1
772181000006112	Insulin dependent diabetes mellitus - poor control	268519009	401531012	1
913911000006110	Type I diabetes mellitus with diabetic cataract	421920002	3688521010	1
5754581000006110	Brittle type 1 diabetes mellitus	290002008	2872766016	1
3253241000006117	Diabetes mellitus type 1	46635009	197985011	1
787111000006112	IDDM-Insulin dependent diabetes mellitus	73211009	121589010	1
72721000006113	Unstable type I diabetes mellitus	290002008	429970018	1
292550013	Type I diabetes mellitus - poor control	444073006	2872487013	1
429972014	Unstable insulin dependent diabetes mellitus	11530004	19931010	1
616591000006117	Diabetes mellitus, juvenile +peripheral circulatory disorder	421365002	2618205010	1
8099281000006112	Did not attend dose adjustment for normal eating diabetes structured education programme	307141000000102	547951000000111	1
429970018	Unstable type I diabetes mellitus	290002008	429970018	1
84761000006119	Type I diabetes mellitus with neuropathic arthropathy	71771000119100	3010513018	1
616671000006119	Diabetes mellitus, juvenile, + neurological manifestation	421468001	2618197018	1
8006221000006115	Microalbuminuria due to type 1 diabetes mellitus	18521000119106	3013076012	1
14083741000006114	Ketoacidosis due to type 1 diabetes mellitus	420270002	3873319011	1
8077141000006113	Proteinuria due to type 1 diabetes mellitus	243421000119104	3013116018	1
84741000006118	Type I diabetes mellitus with nephropathy	421893009	2623054013	1
771491000006110	Insulin-dependent diabetes mellitus with ophthalmic comps	25093002	3688467012	1
84781000006112	Type I diabetes mellitus with peripheral angiopathy	31211000119101	3315042015	1
84451000006112	Type 1 diabetes mellitus with ulcer	190368000	292540012	1
547441000000118	Did not complete DAFNE diabetes structured education program	306961000000101	547441000000118	1
913901000006112	Type 1 diabetes mellitus with diabetic cataract	421920002	2618234016	1
84731000006111	Multiple complications of type 1 diabetes mellitus	422228004	2967771016	1
292553010	Type 1 diabetes mellitus maturity onset	190372001	292553010	1
4758121000006115	Insulin-dependent diabetes maturity onset	190372001	292552017	1
292548017	Type 1 diabetes mellitus - poor control	444073006	2872487013	1
84691000006115	Cataract due to diabetes mellitus type 1	421920002	3688521010	1
8232101000006117	Referral to type I diabetes structured education programme	754461000000105	1659881000000114	1
8099301000006111	Did not attend DAFNE (dose adjustment for normal eating) diabetes structured education programme	307141000000102	1677601000000114	1
13966631000006113	Newly diagnosed type 1 diabetes mellitus	870528001	3969968012	1
913791000006119	Type I diabetes mellitus with mononeuropathy	420918009	3697664014	1
8098311000006115	DAFNE (dose adjustment for normal eating) diabetes structured education programme completed	306471000000103	1678361000000118	1
8440231000006115	Eating disorder co-occurrent with diabetes mellitus type 1	1067201000000106	2680481000000110	1
771401000006115	Insulin dependent diabetes mellitus with polyneuropathy	49455004	82373015	1
8098281000006117	Attended DAFNE (dose adjustment for normal eating) diabetes structured education programme	306441000000109	1677261000000111	1
771411000006117	Insulin dependent diabetes mellitus with retinopathy	4855003	9093013	1
546071000000117	Attended DAFNE diabetes structured education programme	306441000000109	546071000000117	1
913801000006118	Insulin dependent diabetes mellitus with polyneuropathy	49455004	82373015	1
292482014	Diabetes mellitus, juvenile type, with hyperosmolar coma	190330002	292482014	1
5933621000006118	Perceived control of insulin-dependent diabetes	304752002	447137014	1
8099151000006112	Did not complete DAFNE (dose adjustment for normal eating) diabetes structured education programme	306961000000101	1678521000000117	1
84981000006114	Type II diabetes mellitus with renal complications	420279001	3013392012	2
457329019	Type 2 diabetes mellitus without complication	313436004	457329019	2
84531000006118	Type 2 diabetes mellitus with mononeuropathy	420436000	2618201018	2
84921000006110	Renal disorder due to type 2 diabetes mellitus	420279001	3013392012	2
914041000006111	Type II diabetes mellitus with renal complications	420279001	3013392012	2
8098931000006110	Referral to diabetes education and self management for ongoing and newly diagnosed diabetes structured programme	306741000000104	546911000000114	2
73466011	Non-insulin dependent diabetes mellitus	44054006	493773010	2
84481000006116	Type 2 diabetes mellitus - poor control	443694000	2921019012	2
14083911000006113	Disorder of nervous system due to type 2 diabetes mellitus	421326000	3789017016	2
840951000006119	Insulin treated Type 2 diabetes mellitus	237599002	2967820013	2
84561000006110	Type 2 diabetes mellitus with neurological complications	421326000	3695406015	2
84551000006113	Type 2 diabetes mellitus with nephropathy	420279001	3035432019	2
914261000006119	Diabetes type 2 with nephropathy	420279001	3035432019	2
12705081000006111	Gastroparesis due to type 2 diabetes mellitus	713703005	3297356017	2
7306751000006110	Brittle type 2 diabetes mellitus	445353002	2967761018	2
928591000006114	Type II diabetes mellitus with ketoacidosis	421750000	2967754017	2
914051000006113	Disorder of eye with type 2 diabetes mellitus	422099009	3698440016	2
914231000006111	Type II diabetes mellitus with mononeuropathy	420436000	3697667019	2
292579018	Type 2 diabetes mellitus with ulcer	190389009	292579018	2
3209431000006116	Diabetes mellitus type II	44054006	73465010	2
84541000006111	Type 2 diabetes mellitus with multiple complications	190388001	292577016	2
1627291000006113	Did not complete DESMOND diabetes structured education programme	306991000000107	547511000000115	2
84511000006112	Type 2 diabetes mellitus with gangrene	421631007	2618206011	2
1223148019	Insulin treated non-insulin dependent diabetes mellitus	237599002	1223148019	2
8012091000006113	Type II diabetes on diet only	24481000000101	1667911000000111	2
84931000006113	Neurological disorder with diabetes type 2	421326000	3695406015	2
7281511000006118	Type 2 diabetes mellitus uncontrolled	443694000	3321322011	2
8027521000006110	Microalbuminuria due to type 2 diabetes mellitus	90781000119102	3013121015	2
928551000006115	Type II diabetes mellitus with persistent proteinuria	421986006	2967751013	2
7969001000006112	Foot ulcer due to type 2 diabetes mellitus	1521000119100	3013067017	2
8026041000006113	Forefoot ulcer due to type 2 diabetes mellitus	87461000119100	3013415011	2
4758011000006112	Type 2 diabetes mellitus with hyperosmolar coma	190331003	2967818010	2
493774016	Type II diabetes mellitus	44054006	493774016	2
1988741000006117	Pregnancy and non-insulin-dependent diabetes mellitus	237627000	356133011	2
84991000006112	Type II diabetes mellitus with retinopathy	422034002	3699410014	2
7288191000006110	Type 2 diabetes mellitus well controlled	444110003	2967750014	2
6982521000006119	Diabetes type 2 with retinopathy	422034002	3035295017	2
8044171000006110	Neuropathic toe ulcer due to type 2 diabetes mellitus	140381000119104	3013650011	2
280551000006114	Non-insulin-dependent diabetes mellitus with ulcer	190389009	292580015	2
928541000006117	Persistent proteinuria associated with type 2 diabetes mellitus	421986006	2967751013	2
84951000006118	Disorder of eye with type 2 diabetes mellitus	422099009	3698440016	2
281211000006117	Gangrene associated with type 2 diabetes mellitus	421631007	2967779019	2
292576013	Type II diabetes mellitus with multiple complications	190388001	292576013	2
280541000006112	Non-insulin dependent diabetes mellitus with polyneuropathy	713706002	3297353013	2
84621000006117	Type 2 diabetes mellitus with retinopathy	422034002	3699410014	2
14083991000006115	Ketoacidosis due to type 2 diabetes mellitus	421750000	3873230011	2
8048421000006113	Proteinuria due to type 2 diabetes mellitus	157141000119108	3013070018	2
84901000006117	Mononeuropathy with type 2 diabetes mellitus	420436000	3697667019	2
8012071000006112	Type II diabetes on insulin	24471000000103	1667901000000114	2
914241000006118	Polyneuropathy due to type 2 diabetes mellitus	713706002	3297353013	2
7966691000006116	Chronic kidney disease stage 3 due to type 2 diabetes mellitus	731000119105	3013103018	2
7480661000006114	H/O diabetes mellitus type 2	472969004	2242161000000116	2
84971000006111	Type II diabetes mellitus with polyneuropathy	713706002	3297353013	2
8082941000006118	Attended DESMOND (diabetes education and self management for ongoing and newly diagnosed) structured programme	276651000000107	1676151000000117	2
281181000006116	Non-insulin dependent diabetes mellitus with neuropathic arthropathy	314904008	459314010	2
958001000006111	Diabetes, Heart disease and Stroke(DHDS)prevention pilot project	958001000006107	958001000006111	2
674961000006118	Peripheral circulatory disorder associated with type 2 diabetes mellitus	422166005	2623039019	2
84571000006115	Type 2 diabetes mellitus with neuropathic arthropathy	314904008	459313016	2
14015311000006110	Coronary artery disease due to type 2 diabetes mellitus	16891151000119103	3778765010	2
938331000006118	Exudative maculopathy with type 2 diabetes mellitus	421779007	3698529010	2
292582011	Type II diabetes mellitus with gangrene	421631007	2618206011	2
457330012	Type II diabetes mellitus without complication	313436004	457330012	2
85011000006119	Type II diabetes mellitus without complication	313436004	457330012	2
292577016	Type 2 diabetes mellitus with multiple complications	190388001	292577016	2
459312014	Type II diabetes mellitus with neuropathic arthropathy	314904008	459312014	2
14084041000006114	Persistent proteinuria due to type 2 diabetes mellitus	421986006	3800543015	2
14090011000006118	Hypoglycaemic coma due to type 2 diabetes mellitus	719216001	3873347010	2
1763361000006116	Participant in ASCEND(A Study of Cardiovascu.Events in Diabetes)	1763361000006100	1763361000006116	2
616541000006114	Diabetes mellitus, adult onset, with ketoacidotic coma	421847006	2618218019	2
914391000006116	Insulin treated Type 2 diabetes mellitus	237599002	2967820013	2
1784621000006118	Referral to diabetes education and self management for ongoing and newly diagnosed structured programme declined	781161000000107	1746421000000111	2
84871000006117	Cataract due to diabetes mellitus type 2	420756003	3688522015	2
914251000006116	Type II diabetes mellitus with polyneuropathy	713706002	3297353013	2
1488898011	Hyperosmolar non-ketotic state in type 2 diabetes mellitus	395204000	1488898011	2
84641000006112	Type 2 diabetes mellitus without complication	313436004	457329019	2
280531000006119	Non-insulin dependent diabetes mellitus with nephropathy	420279001	3035432019	2
881451000006113	Diabetes mellitus -adult onset	532411000000102	881451000006113	2
8084961000006111	Diabetes type II review	279321000000104	1667931000000115	2
616501000006112	Disorder due to type 2 diabetes mellitus	422014003	3013072014	2
938321000006116	Exudative maculopathy associated with type 2 diabetes mellitus	421779007	2618237011	2
8098341000006116	DESMOND (diabetes education and self management for ongoing and newly diagnosed) structured programme completed	306501000000105	1678371000000113	2
459167016	Type 2 diabetes mellitus with hypoglycaemic coma	719216001	3316336015	2
914271000006114	Type II diabetes mellitus with nephropathy	420279001	3013392012	2
8099331000006115	Did not attend DESMOND (diabetes education and self management for ongoing and newly diagnosed) structured programme	307171000000108	1677761000000115	2
479571000000110	Diabetes type 2 review	279321000000104	479571000000110	2
928581000006111	Ketoacidosis in type 2 diabetes mellitus	421750000	2967754017	2
84521000006116	Type 2 diabetes mellitus with hypoglycaemic coma	719216001	3316336015	2
914301000006111	Type 2 diabetes mellitus with diabetic cataract	420756003	3688522015	2
2159170012	Patient on maximal tolerated therapy for diabetes	407569005	2159170012	2
8099181000006116	Did not complete DESMOND (diabetes education and self management for ongoing and newly diagnosed) structured programme	306991000000107	1678531000000115	2
7086001000006113	Dietary education for type 2 diabetes mellitus	428274007	2967784013	2
459306016	Type II diabetes mellitus with peripheral angiopathy	314902007	459306016	2
8044221000006116	Ischaemic foot ulcer due to type 2 diabetes mellitus	140521000119107	3013655018	2
8438161000006115	Type 2 diabetes mellitus risk assessment invitation	1065451000000100	2676231000000117	2
84611000006113	Type 2 diabetes mellitus with renal complications	420279001	2618208012	2
7966791000006111	Chronic kidney disease stage 1 due to type 2 diabetes mellitus	751000119104	3013056018	2
84851000006110	Type II diabetes mellitus - poor control	443694000	2921019012	2
85001000006117	Type II diabetes mellitus with ulcer	190389009	292581016	2
459311019	Type II diabetes mellitus with arthropathy	314903002	459311019	2
457328010	Non-insulin-dependent diabetes mellitus without complication	313436004	457328010	2
7966611000006114	Chronic kidney disease stage 5 due to type 2 diabetes mellitus	711000119100	3013043013	2
299621000000117	Gastroparesis with type 2 diabetes mellitus	713703005	3698412014	2
914081000006117	Type II diabetes mellitus with neurological complications	421326000	3695406015	2
459308015	Type 2 diabetes mellitus with peripheral angiopathy	314902007	459308015	2
4636411000006110	Diet controlled diabetes mellitus	170745003	264680017	2
641581000006115	Non-insulin-dependent diabetes mellitus with retinopathy	422034002	3035295017	2
616481000006119	Diabetes mellitus, adult onset, + neurological manifestation	421326000	2618196010	2
1920661000006119	Unsuitable for DESMOND diabetes structured education programme	1920661000006103	1920661000006119	2
459169018	Hypoglycaemic coma co-occurrent and due to diabetes mellitus type II	719216001	3316336015	2
292583018	Type 2 diabetes mellitus with gangrene	421631007	2618206011	2
14083811000006118	Persistent microalbuminuria due to type 2 diabetes mellitus	420715001	3800535013	2
928611000006115	Ketoacidotic coma in type II diabetes mellitus	421847006	2618218019	2
14079871000006119	Hyperosmolar non-ketotic state due to type 2 diabetes mellitus	395204000	3873748015	2
7966571000006116	Mixed hyperlipidaemia associated with type II diabetes mellitus	701000119103	2967481018	2
12704991000006114	Ketoacidotic coma in type 2 diabetes mellitus	421847006	2967777017	2
459313016	Type 2 diabetes mellitus with neuropathic arthropathy	314904008	459313016	2
6977421000006110	Ketoacidosis in type II diabetes mellitus	421750000	2618220016	2
3209441000006114	Diabetes mellitus type 2	44054006	197763012	2
84471000006119	Type 2 diabetes mellitus	44054006	197761014	2
84961000006116	Type II diabetes mellitus with peripheral angiopathy	314902007	459306016	2
975481000006116	UKPDS (United Kingdom Prospective Diabetes Study) risk engine score	1089101000000109	2728801000000115	2
616491000006116	Diabetes mellitus, adult onset, + ophthalmic manifestation	422099009	2618233010	2
14083961000006111	Gangrene due to type 2 diabetes mellitus	421631007	3800383012	2
281171000006119	Type II diabetes mellitus uncontrolled	443694000	2842387018	2
7966931000006114	Angina associated with type 2 diabetes mellitus	791000119109	2967773018	2
7968751000006116	Diabetes mellitus type 2 without retinopathy	1481000119100	3013049012	2
84631000006119	Type 2 diabetes mellitus with ulcer	190389009	292579018	2
616551000006111	Diabetes mellitus, adult onset, with renal manifestation	420279001	2615535015	2
84491000006118	Type 2 diabetes mellitus with arthropathy	314903002	459310018	2
8035211000006110	Dyslipidemia with high density lipoprotein below reference range and triglyceride above reference range due to type 2 diabetes mellitus	111231000119109	3011558015	2
197761014	Type 2 diabetes mellitus	44054006	197761014	2
914061000006110	Type II diabetes mellitus with ophthalmic complications	422099009	3698440016	2
292589019	Type II diabetes mellitus - poor control	443694000	2921019012	2
84941000006115	Type II diabetes mellitus with neuropathic arthropathy	314904008	459312014	2
1667921000000117	Type II diabetes mellitus with gastroparesis	713703005	3698412014	2
84591000006119	Type 2 diabetes mellitus with peripheral angiopathy	314902007	459308015	2
841351000006110	Insulin treated Type II diabetes mellitus	237599002	1223147012	2
8098951000006115	Referral to DESMOND (diabetes education and self management for ongoing and newly diagnosed) diabetes structured programme	306741000000104	1678421000000118	2
292581016	Type II diabetes mellitus with ulcer	190389009	292581016	2
928561000006118	Persistent microalbuminuria associated with type 2 diabetes mellitus	420715001	2967769016	2
306113018	Pre-existing diabetes mellitus, non-insulin-dependent	199230006	306113018	2
928601000006118	Ketoacidotic coma in type 2 diabetes mellitus	421847006	2618218019	2
14084101000006111	Disorder of eye due to type 2 diabetes mellitus	422099009	3779417018	2
5110001000006118	Pregnancy and type 2 diabetes mellitus	237627000	2967837018	2
8438281000006117	Type 2 diabetes mellitus risk assessment invitation SMS (short message service) text message	1065511000000100	2676351000000116	2
459309011	Non-insulin dependent diabetes mellitus with arthropathy	314903002	459309011	2
14071211000006113	Multiple complications due to type 2 diabetes mellitus	190388001	3793304018	2
459310018	Type 2 diabetes mellitus with arthropathy	314903002	459310018	2
6969931000006116	Diabetes type 2 with neurological disorder	421326000	3035455016	2
850691000006118	Hyperosmolar non-ketotic state in type 2 diabetes mellitus	395204000	1488898011	2
587111000006111	Non-insulin-dependent diabetes mellitus with ophthalm comps	422099009	3698440016	2
546221000000114	DESMOND diabetes structured education programme completed	306501000000105	546221000000114	2
1628621000006112	Did not attend DESMOND diabetes structured education programme	307171000000108	548141000000111	2
84601000006110	Type 2 diabetes mellitus with polyneuropathy	713706002	3297353013	2
914311000006114	Type II diabetes mellitus with diabetic cataract	420756003	3688522015	2
84911000006119	Type II diabetes mellitus with multiple complications	190388001	292576013	2
280561000006111	Non-insulin-dependent diabetes mellitus with peripheral angiopathy	314902007	459307013	2
1667891000000113	Hyperosmolar non-ketotic state in type II diabetes mellitus	395204000	1667891000000113	2
7966761000006115	Chronic kidney disease stage 2 due to type 2 diabetes mellitus	741000119101	3013063018	2
280581000006118	Non-insulin-dependent diabetes mellitus with multiple complications	190388001	292578014	2
7086021000006115	Dietary advice for type II diabetes	428274007	1642521000000119	2
280591000006115	Non-insulin-dependent diabetes mellitus with neuro comps	421326000	3695406015	2
14084061000006113	Retinopathy due to type 2 diabetes mellitus	422034002	3779410016	2
280521000006117	Non-insulin dependent diabetes mellitus with mononeuropathy	420436000	3697667019	2
280511000006113	Non-insulin dependent diabetes mellitus with hypoglyca coma	719216001	3316336015	2
2288071000000116	Type 2 diabetes mellitus in remission	703138006	3007259013	2
84841000006113	Type II diabetes mellitus	44054006	493774016	2
914161000006114	Type II diabetes mellitus with retinopathy	422034002	3699410014	2
292483016	Diabetes mellitus, adult onset, with hyperosmolar coma	190331003	292483016	2
4796321000006113	Pre-existing type 2 diabetes mellitus	199230006	2967812011	2
914221000006113	Type 2 diabetes mellitus with mononeuropathy	420436000	2618201018	2
616571000006118	Diabetes mellitus, adult, + other specified manifestation	73211009	121589010	2
281161000006114	Non-insulin depend diabetes mellitus with diabetic cataract	420756003	3035281015	2
84861000006112	Type II diabetes mellitus with arthropathy	314903002	459311019	2
84881000006119	Type II diabetes mellitus with gangrene	421631007	2618206011	2
5109461000006115	Diabetes type 2 on insulin	237599002	3037103012	2
280571000006116	Non-insulin dependent diabetes mellitus	44054006	493773010	2
616581000006115	Diabetes mellitus, adult, + peripheral circulatory disorder	422166005	2618204014	2
7966641000006113	Chronic kidney disease stage 4 due to type 2 diabetes mellitus	721000119107	3013100015	2
9313441000006115	Diabetes type 2 with diabetic ulcer of left foot	10660471000119109	3332262016	2
616511000006110	Diabetes mellitus, adult onset, no mention of complication	313436004	457329019	2
292590011	Type II diabetes mellitus poorly controlled	443694000	2921019012	2
2288061000000111	Type II diabetes mellitus in remission	703138006	3007241010	2
587521000006111	Non-insulin-dependent diabetes mellitus with renal comps	420279001	2615535015	2
928571000006113	Type II diabetes mellitus with persistent microalbuminuria	420715001	2967769016	2
616531000006116	Diabetes mellitus, adult onset, with ketoacidosis	421750000	2618220016	2
